input,defSolution,defExpanded,defFrontier,defTime,mhdSolution,mhdExpanded,mhdFrontier,mhdTime,sameSolution,betterSolution
"(6, 3, 2, 1, 4, 5, 8, 7, 0)","['ROW4', 'ROW4', 'ROW1', 'ROW3', 'ROW2', 'ROW2', 'ROW1', 'ROW1', 'ROW2', 'ROW2', 'ROW1']",1324,3122,1.4014427661895752,"['ROW1', 'ROW3', 'ROW2', 'ROW1', 'ROW4', 'ROW4', 'ROW1', 'ROW2', 'ROW1', 'ROW1', 'ROW1', 'ROW2', 'ROW2']",30,81,0.0013234615325927734,False,Default
"(5, 3, 8, 2, 7, 1, 4, 6, 0)","['ROW1', 'ROW3', 'ROW4', 'ROW2', 'ROW4', 'ROW3', 'ROW1', 'ROW1', 'ROW2', 'ROW1', 'ROW2', 'ROW2']",306,787,0.08360028266906738,"['ROW1', 'ROW3', 'ROW4', 'ROW2', 'ROW4', 'ROW3', 'ROW1', 'ROW1', 'ROW2', 'ROW1', 'ROW2', 'ROW2']",13,38,0.0004448890686035156,True,N/A
"(6, 2, 1, 5, 8, 7, 4, 3, 0)","['ROW3', 'ROW4', 'ROW1', 'ROW4', 'ROW2', 'ROW1', 'ROW1', 'ROW2', 'ROW3', 'ROW3', 'ROW4', 'ROW4', 'ROW3']",8922,16745,59.924253702163696,"['ROW3', 'ROW4', 'ROW2', 'ROW1', 'ROW3', 'ROW1', 'ROW2', 'ROW3', 'ROW4', 'ROW2', 'ROW2', 'ROW1', 'ROW3', 'ROW3', 'ROW4', 'ROW4']",87,228,0.007164955139160156,False,Default
"(5, 7, 1, 8, 3, 2, 4, 6, 0)","['ROW1', 'ROW3', 'ROW2', 'ROW1', 'ROW3', 'ROW1', 'ROW4', 'ROW2', 'ROW4', 'ROW3']",916,2255,0.7002649307250977,"['ROW3', 'ROW2', 'ROW1', 'ROW1', 'ROW4', 'ROW2', 'ROW4', 'ROW3', 'ROW1', 'ROW1', 'ROW1', 'ROW3', 'ROW1', 'ROW3', 'ROW3']",19,53,0.0007164478302001953,False,Default
"(4, 2, 1, 7, 5, 6, 3, 8, 0)","['ROW4', 'ROW2', 'ROW1', 'ROW2', 'ROW4', 'ROW1', 'ROW1', 'ROW4', 'ROW4']",85,215,0.006727695465087891,"['ROW4', 'ROW2', 'ROW1', 'ROW2', 'ROW4', 'ROW1', 'ROW1', 'ROW4', 'ROW4']",26,72,0.0011181831359863281,True,N/A
"(3, 4, 8, 7, 6, 5, 2, 1, 0)","['ROW3', 'ROW3', 'ROW1', 'ROW2', 'ROW4', 'ROW4', 'ROW1', 'ROW1', 'ROW2', 'ROW4', 'ROW4', 'ROW1']",2398,5443,4.324732780456543,"['ROW1', 'ROW2', 'ROW4', 'ROW1', 'ROW3', 'ROW3', 'ROW2', 'ROW4', 'ROW1', 'ROW2', 'ROW1', 'ROW1', 'ROW4', 'ROW4']",38,104,0.00196075439453125,False,Default
"(8, 6, 3, 5, 7, 4, 2, 1, 0)","['ROW3', 'ROW4', 'ROW1', 'ROW4', 'ROW2', 'ROW2', 'ROW3', 'ROW3', 'ROW2', 'ROW1', 'ROW3', 'ROW1', 'ROW1']",1652,3729,2.1248586177825928,"['ROW3', 'ROW4', 'ROW1', 'ROW4', 'ROW1', 'ROW3', 'ROW1', 'ROW2', 'ROW2', 'ROW3', 'ROW2', 'ROW1', 'ROW3', 'ROW3']",22,63,0.0008707046508789062,False,Default
"(6, 2, 1, 7, 4, 5, 3, 8, 0)","['ROW2', 'ROW4', 'ROW2', 'ROW3', 'ROW2', 'ROW4', 'ROW4', 'ROW1', 'ROW3', 'ROW1', 'ROW1']",478,1154,0.18009614944458008,"['ROW3', 'ROW2', 'ROW1', 'ROW3', 'ROW1', 'ROW2', 'ROW4', 'ROW2', 'ROW2', 'ROW1', 'ROW4', 'ROW4']",33,89,0.0015649795532226562,False,Default
"(7, 8, 3, 5, 2, 4, 6, 1, 0)","['ROW2', 'ROW2', 'ROW2', 'ROW3', 'ROW1', 'ROW4', 'ROW3', 'ROW2', 'ROW1', 'ROW4', 'ROW1', 'ROW1', 'ROW1']",1568,3563,1.8552753925323486,"['ROW1', 'ROW4', 'ROW3', 'ROW1', 'ROW4', 'ROW1', 'ROW4', 'ROW1', 'ROW2', 'ROW2', 'ROW3', 'ROW2', 'ROW1', 'ROW3', 'ROW3']",25,72,0.0010423660278320312,False,Default
"(1, 6, 2, 5, 3, 7, 4, 8, 0)","['ROW3', 'ROW2', 'ROW4', 'ROW2', 'ROW3', 'ROW1', 'ROW1', 'ROW1', 'ROW3', 'ROW4', 'ROW4', 'ROW1']",1695,3645,2.19134521484375,"['ROW3', 'ROW2', 'ROW1', 'ROW1', 'ROW3', 'ROW1', 'ROW1', 'ROW2', 'ROW3', 'ROW4', 'ROW2', 'ROW3', 'ROW3', 'ROW4', 'ROW4']",53,143,0.003103494644165039,False,Default
"(7, 6, 2, 1, 4, 8, 5, 3, 0)","['ROW2', 'ROW1', 'ROW4', 'ROW3', 'ROW1', 'ROW3', 'ROW4', 'ROW2', 'ROW2', 'ROW1', 'ROW1', 'ROW2']",1604,3845,2.049779176712036,"['ROW1', 'ROW4', 'ROW3', 'ROW2', 'ROW3', 'ROW4', 'ROW2', 'ROW1', 'ROW2', 'ROW2', 'ROW1', 'ROW3', 'ROW3', 'ROW1', 'ROW3', 'ROW3']",29,80,0.0019931793212890625,False,Default
"(6, 8, 2, 7, 5, 3, 1, 4, 0)","['ROW3', 'ROW3', 'ROW4', 'ROW1', 'ROW3', 'ROW2', 'ROW1', 'ROW4', 'ROW2', 'ROW4', 'ROW2', 'ROW4', 'ROW4']",1510,3407,1.863663673400879,"['ROW4', 'ROW1', 'ROW3', 'ROW3', 'ROW2', 'ROW1', 'ROW4', 'ROW3', 'ROW3', 'ROW2', 'ROW4', 'ROW2', 'ROW4', 'ROW4']",24,67,0.00099945068359375,False,Default
"(5, 3, 8, 2, 4, 6, 7, 1, 0)","['ROW1', 'ROW4', 'ROW4', 'ROW1', 'ROW1', 'ROW2', 'ROW4', 'ROW3', 'ROW2', 'ROW1', 'ROW3', 'ROW3']",1662,3593,2.221683979034424,"['ROW1', 'ROW3', 'ROW2', 'ROW4', 'ROW4', 'ROW1', 'ROW3', 'ROW3', 'ROW4', 'ROW4', 'ROW1', 'ROW2', 'ROW1', 'ROW2', 'ROW2']",85,222,0.006743669509887695,False,Default
"(7, 8, 1, 4, 2, 3, 6, 5, 0)","['ROW2', 'ROW1', 'ROW4', 'ROW3', 'ROW1', 'ROW4', 'ROW3', 'ROW2', 'ROW2', 'ROW2', 'ROW3', 'ROW3']",441,1065,0.1586747169494629,"['ROW1', 'ROW4', 'ROW3', 'ROW1', 'ROW1', 'ROW4', 'ROW3', 'ROW2', 'ROW1', 'ROW1', 'ROW1', 'ROW2', 'ROW2', 'ROW3', 'ROW3']",73,194,0.005522251129150391,False,Default
"(1, 8, 6, 4, 5, 3, 2, 7, 0)","['ROW3', 'ROW3', 'ROW1', 'ROW1', 'ROW1', 'ROW4', 'ROW2', 'ROW3', 'ROW2', 'ROW2', 'ROW1']",1129,2520,0.9842004776000977,"['ROW4', 'ROW1', 'ROW1', 'ROW4', 'ROW1', 'ROW3', 'ROW3', 'ROW2', 'ROW3', 'ROW1', 'ROW2', 'ROW2']",33,92,0.0014927387237548828,False,Default
"(1, 2, 5, 7, 8, 3, 4, 6, 0)","['ROW2', 'ROW3', 'ROW4', 'ROW4', 'ROW3', 'ROW2', 'ROW2', 'ROW4', 'ROW4', 'ROW2']",287,692,0.06740188598632812,"['ROW2', 'ROW3', 'ROW4', 'ROW2', 'ROW3', 'ROW2', 'ROW4', 'ROW3', 'ROW2', 'ROW2', 'ROW4', 'ROW4']",21,59,0.0008454322814941406,False,Default
"(1, 6, 5, 2, 4, 8, 7, 3, 0)","['ROW2', 'ROW3', 'ROW4', 'ROW4', 'ROW2', 'ROW3', 'ROW4', 'ROW2', 'ROW1', 'ROW1', 'ROW3', 'ROW1', 'ROW1']",2631,5343,5.207509517669678,"['ROW2', 'ROW3', 'ROW4', 'ROW4', 'ROW2', 'ROW3', 'ROW4', 'ROW2', 'ROW1', 'ROW1', 'ROW3', 'ROW1', 'ROW1']",41,115,0.0021123886108398438,True,N/A
"(5, 7, 8, 1, 3, 6, 2, 4, 0)","['ROW2', 'ROW4', 'ROW3', 'ROW2', 'ROW2', 'ROW1', 'ROW3', 'ROW3', 'ROW1', 'ROW4', 'ROW2', 'ROW4', 'ROW4']",3061,6269,7.102595329284668,"['ROW2', 'ROW4', 'ROW1', 'ROW3', 'ROW2', 'ROW3', 'ROW3', 'ROW2', 'ROW1', 'ROW4', 'ROW2', 'ROW1', 'ROW1', 'ROW4', 'ROW4']",36,98,0.0017871856689453125,False,Default
"(7, 4, 2, 3, 6, 8, 1, 5, 0)","['ROW1', 'ROW4', 'ROW1', 'ROW1', 'ROW2', 'ROW1', 'ROW4', 'ROW3', 'ROW3', 'ROW4']",200,531,0.03194880485534668,"['ROW1', 'ROW4', 'ROW4', 'ROW3', 'ROW3', 'ROW4', 'ROW4', 'ROW1', 'ROW1', 'ROW2', 'ROW1', 'ROW4', 'ROW4']",24,68,0.0009305477142333984,False,Default
"(6, 5, 3, 2, 8, 1, 7, 4, 0)","['ROW2', 'ROW1', 'ROW4', 'ROW4', 'ROW1', 'ROW3', 'ROW4', 'ROW3', 'ROW1', 'ROW2', 'ROW1', 'ROW2', 'ROW1']",6111,11463,26.539117336273193,"['ROW1', 'ROW3', 'ROW1', 'ROW1', 'ROW3', 'ROW1', 'ROW3', 'ROW3', 'ROW1', 'ROW2', 'ROW2', 'ROW1', 'ROW2', 'ROW4', 'ROW4', 'ROW2', 'ROW4', 'ROW4']",99,264,0.009174346923828125,False,Default
"(1, 5, 2, 7, 4, 3, 8, 6, 0)","['ROW3', 'ROW1', 'ROW1', 'ROW3', 'ROW3', 'ROW2', 'ROW1', 'ROW2', 'ROW4', 'ROW4', 'ROW3']",2671,5537,5.407970905303955,"['ROW3', 'ROW2', 'ROW4', 'ROW4', 'ROW1', 'ROW1', 'ROW3', 'ROW1', 'ROW3', 'ROW2', 'ROW4', 'ROW1', 'ROW2', 'ROW2', 'ROW4', 'ROW4']",56,155,0.003449678421020508,False,Default
"(5, 2, 3, 7, 8, 6, 1, 4, 0)","['ROW4', 'ROW2', 'ROW2', 'ROW4', 'ROW3', 'ROW4', 'ROW2', 'ROW1', 'ROW3', 'ROW1', 'ROW1', 'ROW3', 'ROW3']",2054,4186,3.285353422164917,"['ROW4', 'ROW1', 'ROW3', 'ROW4', 'ROW3', 'ROW3', 'ROW1', 'ROW2', 'ROW2', 'ROW4', 'ROW2', 'ROW1', 'ROW4', 'ROW4']",35,96,0.0016548633575439453,False,Default
"(4, 2, 8, 5, 3, 7, 1, 6, 0)","['ROW3', 'ROW2', 'ROW4', 'ROW1', 'ROW2', 'ROW3', 'ROW1', 'ROW4', 'ROW3', 'ROW4', 'ROW4', 'ROW1']",1366,3073,1.545003890991211,"['ROW3', 'ROW2', 'ROW4', 'ROW1', 'ROW2', 'ROW3', 'ROW1', 'ROW1', 'ROW3', 'ROW4', 'ROW3', 'ROW4', 'ROW4']",19,56,0.000736236572265625,False,Default
"(4, 2, 5, 7, 1, 6, 3, 8, 0)","['ROW4', 'ROW2', 'ROW3', 'ROW1', 'ROW2', 'ROW4', 'ROW1', 'ROW1', 'ROW3', 'ROW3', 'ROW4', 'ROW4']",984,2157,0.7715601921081543,"['ROW4', 'ROW2', 'ROW3', 'ROW1', 'ROW2', 'ROW4', 'ROW1', 'ROW1', 'ROW3', 'ROW3', 'ROW4', 'ROW4']",37,102,0.0018525123596191406,True,N/A
"(7, 4, 6, 1, 5, 2, 3, 8, 0)","['ROW3', 'ROW3', 'ROW4', 'ROW2', 'ROW3', 'ROW1', 'ROW1', 'ROW2', 'ROW1', 'ROW1', 'ROW4', 'ROW4', 'ROW4']",4438,8862,14.557510375976562,"['ROW1', 'ROW4', 'ROW2', 'ROW2', 'ROW1', 'ROW4', 'ROW4', 'ROW1', 'ROW3', 'ROW3', 'ROW1', 'ROW3', 'ROW2', 'ROW2', 'ROW3', 'ROW2', 'ROW2']",76,201,0.005670070648193359,False,Default
"(2, 6, 4, 1, 7, 5, 8, 3, 0)","['ROW3', 'ROW4', 'ROW4', 'ROW2', 'ROW2', 'ROW1', 'ROW1', 'ROW3']",30,84,0.0011687278747558594,"['ROW3', 'ROW4', 'ROW4', 'ROW2', 'ROW2', 'ROW1', 'ROW1', 'ROW3']",8,21,0.00023794174194335938,True,N/A
"(2, 4, 5, 7, 6, 3, 1, 8, 0)","['ROW4', 'ROW1', 'ROW1', 'ROW2', 'ROW3', 'ROW3', 'ROW2', 'ROW4', 'ROW2', 'ROW2', 'ROW4', 'ROW4']",489,1140,0.19770002365112305,"['ROW2', 'ROW3', 'ROW3', 'ROW2', 'ROW2', 'ROW4', 'ROW1', 'ROW1', 'ROW2', 'ROW4', 'ROW4']",13,36,0.00042057037353515625,False,Manhattan
"(2, 5, 1, 6, 3, 4, 8, 7, 0)","['ROW4', 'ROW4', 'ROW2', 'ROW1', 'ROW1', 'ROW3', 'ROW2', 'ROW2', 'ROW3', 'ROW2']",171,455,0.023684263229370117,"['ROW3', 'ROW2', 'ROW1', 'ROW1', 'ROW3', 'ROW2', 'ROW3', 'ROW2', 'ROW4', 'ROW4']",15,42,0.0005366802215576172,False,Manhattan
"(5, 7, 6, 4, 1, 2, 8, 3, 0)","['ROW1', 'ROW3', 'ROW1', 'ROW3', 'ROW1', 'ROW4', 'ROW4', 'ROW2', 'ROW3', 'ROW2', 'ROW2']",142,368,0.017507076263427734,"['ROW3', 'ROW1', 'ROW1', 'ROW4', 'ROW4', 'ROW2', 'ROW3', 'ROW2', 'ROW2', 'ROW1', 'ROW1', 'ROW1', 'ROW3', 'ROW1', 'ROW3', 'ROW3']",23,63,0.0008642673492431641,False,Default
"(4, 5, 8, 7, 6, 3, 2, 1, 0)","['ROW1', 'ROW4', 'ROW4', 'ROW1', 'ROW1', 'ROW3', 'ROW3', 'ROW2', 'ROW4', 'ROW2', 'ROW4', 'ROW1', 'ROW4', 'ROW4']",3861,8314,11.461509943008423,"['ROW2', 'ROW4', 'ROW1', 'ROW2', 'ROW1', 'ROW3', 'ROW3', 'ROW2', 'ROW4', 'ROW1', 'ROW1', 'ROW1', 'ROW2', 'ROW2', 'ROW4', 'ROW4']",59,160,0.0037856101989746094,False,Default
"(7, 4, 5, 8, 2, 6, 1, 3, 0)","['ROW1', 'ROW4', 'ROW2', 'ROW2', 'ROW4', 'ROW2', 'ROW1', 'ROW1', 'ROW2', 'ROW3', 'ROW1', 'ROW3', 'ROW3']",1557,3530,1.9501333236694336,"['ROW1', 'ROW4', 'ROW1', 'ROW4', 'ROW2', 'ROW3', 'ROW1', 'ROW2', 'ROW4', 'ROW3', 'ROW3']",35,97,0.0016636848449707031,False,Manhattan
"(4, 3, 7, 6, 1, 2, 8, 5, 0)","['ROW1', 'ROW2', 'ROW4', 'ROW4', 'ROW3', 'ROW1', 'ROW3', 'ROW1', 'ROW2', 'ROW3', 'ROW2', 'ROW2']",326,839,0.09034514427185059,"['ROW2', 'ROW4', 'ROW4', 'ROW3', 'ROW1', 'ROW3', 'ROW1', 'ROW2', 'ROW2', 'ROW3', 'ROW3', 'ROW2', 'ROW3', 'ROW3']",16,45,0.0005822181701660156,False,Default
"(4, 5, 2, 3, 8, 7, 1, 6, 0)","['ROW3', 'ROW4', 'ROW1', 'ROW2', 'ROW1', 'ROW3', 'ROW3', 'ROW4', 'ROW3', 'ROW4', 'ROW4']",208,550,0.03433489799499512,"['ROW4', 'ROW1', 'ROW2', 'ROW1', 'ROW3', 'ROW4', 'ROW3', 'ROW4', 'ROW3', 'ROW4', 'ROW4']",13,37,0.0004711151123046875,False,Manhattan
"(6, 7, 4, 2, 1, 8, 3, 5, 0)","['ROW3', 'ROW1', 'ROW4', 'ROW2', 'ROW2', 'ROW1', 'ROW4', 'ROW3', 'ROW3', 'ROW4', 'ROW3']",857,2051,0.6246249675750732,"['ROW4', 'ROW2', 'ROW2', 'ROW1', 'ROW3', 'ROW1', 'ROW4', 'ROW1', 'ROW1', 'ROW4', 'ROW3', 'ROW4', 'ROW3', 'ROW3']",18,51,0.00063323974609375,False,Default
"(6, 2, 4, 5, 1, 3, 8, 7, 0)","['ROW4', 'ROW3', 'ROW3', 'ROW2', 'ROW2', 'ROW3', 'ROW4', 'ROW1', 'ROW3', 'ROW1', 'ROW1', 'ROW1']",1144,2705,1.0096173286437988,"['ROW4', 'ROW4', 'ROW3', 'ROW2', 'ROW2', 'ROW3', 'ROW3', 'ROW2', 'ROW1', 'ROW3', 'ROW1', 'ROW1', 'ROW2', 'ROW2']",34,93,0.0016345977783203125,False,Default
"(8, 7, 1, 4, 5, 6, 3, 2, 0)","['ROW2', 'ROW1', 'ROW4', 'ROW4', 'ROW1', 'ROW4', 'ROW4', 'ROW2', 'ROW2', 'ROW2']",229,544,0.04305768013000488,"['ROW1', 'ROW4', 'ROW2', 'ROW1', 'ROW2', 'ROW2', 'ROW1', 'ROW4', 'ROW1', 'ROW4', 'ROW4']",19,53,0.0007097721099853516,False,Default
"(7, 3, 8, 6, 2, 1, 5, 4, 0)","['ROW1', 'ROW4', 'ROW3', 'ROW2', 'ROW4', 'ROW2', 'ROW3', 'ROW1', 'ROW1', 'ROW2', 'ROW1', 'ROW2', 'ROW2']",1253,3035,1.298102855682373,"['ROW1', 'ROW4', 'ROW3', 'ROW2', 'ROW4', 'ROW2', 'ROW3', 'ROW1', 'ROW1', 'ROW2', 'ROW1', 'ROW2', 'ROW2']",15,43,0.0005366802215576172,True,N/A
"(4, 1, 7, 5, 3, 2, 8, 6, 0)","['ROW2', 'ROW4', 'ROW4', 'ROW3', 'ROW2', 'ROW1', 'ROW2', 'ROW3', 'ROW1', 'ROW3', 'ROW3']",333,885,0.0880582332611084,"['ROW2', 'ROW4', 'ROW4', 'ROW3', 'ROW2', 'ROW1', 'ROW2', 'ROW3', 'ROW1', 'ROW3', 'ROW3']",14,40,0.0005400180816650391,True,N/A
"(8, 6, 2, 7, 4, 5, 1, 3, 0)","['ROW2', 'ROW4', 'ROW1', 'ROW4', 'ROW2', 'ROW1', 'ROW3', 'ROW2', 'ROW4', 'ROW1', 'ROW4', 'ROW4']",744,1860,0.45685410499572754,"['ROW4', 'ROW1', 'ROW1', 'ROW3', 'ROW2', 'ROW4', 'ROW4', 'ROW2', 'ROW4', 'ROW2', 'ROW2', 'ROW4', 'ROW1', 'ROW1', 'ROW4', 'ROW1', 'ROW1']",42,115,0.002240419387817383,False,Default
"(4, 7, 2, 5, 3, 8, 1, 6, 0)","['ROW3', 'ROW2', 'ROW4', 'ROW1', 'ROW2', 'ROW3', 'ROW1', 'ROW4', 'ROW3', 'ROW4', 'ROW1']",1225,2909,1.2293543815612793,"['ROW4', 'ROW1', 'ROW2', 'ROW1', 'ROW3', 'ROW2', 'ROW3', 'ROW4', 'ROW2', 'ROW2', 'ROW3', 'ROW4', 'ROW3', 'ROW4', 'ROW4']",21,61,0.0008053779602050781,False,Default
